,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O
16252,0.137891629960291,0.951240472536016,0.133608449621383,0.914217087376895,0.5647931856999,0.75169724391661,0.328992255444098,0.0158309051485406
3259,0.259118500839729,0.911654434931071,0.655872422487918,0.60523013295581,0.238617200034644,0.551668714557885,0.962036727200736,0.035925231909473
30428,0.816163548590285,0.870706760751839,0.438587878323541,0.467957240698458,0.50270240763807,0.11364663193876,0.684795047620392,0.900755766843929
5279,0.324646142699969,0.941726717364817,0.384791913515356,0.649159152654846,0.456963742869109,0.284324801238554,0.116894483630704,0.635312783648374
20742,0.154593071432787,0.771326343519574,0.628963138052503,0.72611044244538,0.334269442221008,0.74956936660544,0.488009943351787,0.0194298130497345
5267,0.346433234113311,0.989241189179443,0.843970107890595,0.476474716520362,0.505022442485417,0.280770086162925,0.0875354083969604,0.675929713077425
26961,0.696669968468837,0.734922486774903,0.58710558518333,0.48832664234688,0.854350250704275,0.963302746890481,0.457931810129066,0.754356207326816
18543,0.447841525945493,0.959735685803124,0.0852117669179673,0.628919091202624,0.657142608241445,0.752184331286326,0.903071888528821,0.543948060221607
11254,0.374256162350977,0.720683093490785,0.536173689819801,0.595852823522924,0.908165039127277,0.731651731199894,0.826816804440559,0.31646726094507
13516,0.307608452793835,0.859457925446999,0.054030042347596,0.850861751725229,0.171169557879535,0.391465213166952,0.969725604471996,0.193491300869979
924,0.178630870941194,0.91396877194292,0.670532700801824,0.635783976827861,0.696788674342373,0.560510824927309,0.0104150466337629,0.58331533215273
21164,0.250284773907444,0.676269442819047,0.339741010279153,0.636739069761375,0.166436655068502,0.734832681358227,0.933121771698402,0.532017757725506
1687,0.61042915289251,0.844846494935115,0.540538242898841,0.627950189973354,0.988775254278071,0.751452801967751,0.967756736084007,0.0379125210851963
19196,0.257678917003138,0.724993031647423,0.0161607355661891,0.812665296526296,0.724767493926011,0.433037102385305,0.671960812173999,0.348307218586646
15303,0.355281156028539,0.710866180646805,0.467818156292604,0.807480374698167,0.463849749307909,0.764827143582036,0.29675421710196,0.103631047242764
7693,0.262025899346494,0.887836332306404,0.00345636864915537,0.745007334422891,0.477833312455683,0.245442621828623,0.908072599322264,0.508964530712265
11916,0.315961753219527,0.90491234297574,0.535807425635019,0.749969705619588,0.994193894007429,0.532655099814374,0.387242947495587,0.0317762714848007
16290,0.614397972786492,0.76800736208576,0.311839020125153,0.802285555971142,0.262662371792223,0.849178832322342,0.226228257077132,0.099418630859542
31990,0.823908358077968,0.753651290734211,0.663222830057893,0.480651453947557,0.390989053772904,0.775297581551776,0.215012029634798,0.692853972308722
3572,0.452550132373552,0.886315837957238,0.48463161324634,0.623986061332118,0.843294743189445,0.299315608736554,0.460215944081823,0.344311192653064
13249,0.843040065135047,0.791095594913415,0.61447557677664,0.348241591820184,0.629017832311914,0.611729909831941,0.597619380166706,0.967819033026518
738,0.387590935981509,0.913756787438738,0.233609932318841,0.731903457795523,0.718211989951876,0.990144058065937,0.96906136420886,0.139905510222585
9465,0.217212872514574,0.735574218269152,0.213822877730021,0.698155763230849,0.787861186392606,0.2570131807669,0.457652235652344,0.908612459437619
4152,0.172655590822009,0.947867564327664,0.202817787262718,0.898768040443373,0.122801135617889,0.472379908562323,0.0384568129399396,0.0740930777545794
33880,0.779102221485819,0.929594876752648,0.6679692212434,0.378704503294436,0.54445766997402,0.961634762864225,0.953693656601078,0.0905345697178323
12550,0.630687604638353,0.766635135500761,0.442238484507572,0.612752539089022,0.525386354998271,0.771508417035781,0.868308660788628,0.195204474528426
7231,0.309898739387868,0.936781312602402,0.761328467893527,0.556003215227496,0.114291124390108,0.192803349854028,0.00739122860470105,0.868391333940216
15965,0.965979101735547,0.917944423236241,0.585539423007781,0.481800061507336,0.393555996471845,0.205612543724526,0.272202831602026,0.614100019633134
14056,0.954205542919787,0.816768049916658,0.599724114966998,0.398306566399156,0.706465960599368,0.67453854460324,0.311282469629612,0.334473111209735
8948,0.825439455310767,0.81789744713972,0.740805130885218,0.305763742006365,0.0271416100228456,0.939154167172151,0.737579469619935,0.683017685822547
7917,0.206109647800807,0.792937675245754,0.622198410061125,0.728878329787551,0.998311263717998,0.523092379063293,0.0550291560564731,0.259349659252076
4379,0.445450652993869,0.813131617282873,0.630535328694663,0.542185339315397,0.0107149214364651,0.443483487343384,0.442827234221593,0.441666414227731
6894,0.186680060852422,0.971930919879748,0.0520326307829453,0.890667061789953,0.685755936940276,0.387228645567,0.46361890480019,0.0294664096004573
4937,0.0266487663626091,0.962666039338205,0.0963230845545831,0.683590764850778,0.777485194124961,0.376219340416199,0.846231456238409,0.832560244869811
10382,0.282316810723796,0.74248777616365,0.720152765247586,0.482585702846042,0.446285555801239,0.942545229095035,0.406545574619175,0.730441920338836
4212,0.0641608229755893,0.993002764838522,0.708375513407102,0.517949888294753,0.340088447094992,0.501192196113644,0.022449868519105,0.831454719404699
14108,0.191121270472435,0.686479520240176,0.350852023352467,0.660175672604531,0.984193482879865,0.714392930839492,0.571664369001099,0.907865173241302
18939,0.465365148340527,0.696398170500215,0.490049822126548,0.586698717642713,0.0895767368818123,0.733908134877977,0.401456887189236,0.749195699010312
9553,0.0467530727174098,0.993452270118304,0.591498753113202,0.445569856349719,0.52546249898127,0.575043396171479,0.947013321827895,0.646789762978001
13537,0.0981954066911296,0.913033193124508,0.473153267987131,0.506874013251701,0.354335886295012,0.933518192343304,0.963467782076768,0.733378102024714
25569,0.600286023956079,0.913992748536195,0.151507926850077,0.56202877318867,0.00171001657524642,0.246389752496399,0.984591446053402,0.997479472110512
17940,0.932570400385567,0.985316654323576,0.677479239424064,0.1155919932889,0.451576465155081,0.794072448001344,0.956350238222955,0.935830026641897
37989,0.273048516472624,0.693049999513944,0.408520907110114,0.614704910655829,0.582020393224979,0.436624031578192,0.800946148137066,0.66027980107428
24507,0.510961959356386,0.815493977011546,0.15555368495421,0.602161618568237,0.0662897837828598,0.935805726674359,0.94761878180085,0.906552788429763
5154,0.778499247979965,0.984833297823291,0.494219105499841,0.650789313363288,0.48390562513632,0.0780156575859192,0.297527011887963,0.112334193486328
22602,0.619732327252452,0.794053904242577,0.258932647609981,0.78910756908756,0.223244369308458,0.220206578500808,0.302319046390758,0.206123544606168
25193,0.646157454578108,0.890437422976914,0.0452384442758527,0.645559686267407,0.304263006777436,0.467165055855443,0.983621858577833,0.681474066322621
29552,0.223450086459356,0.689355050428482,0.607223865901092,0.4678189520519,0.277338406081036,0.950252999044709,0.801266142217632,0.942469635648774
17714,0.422981114876463,0.699300380152181,0.207867462150935,0.887411616273605,0.61448096845444,0.733952118670708,0.539080456931005,0.0295382880472642
19423,0.613281467268191,0.990344320804659,0.510278378586495,0.551260129300381,0.13574638336296,0.876070124935771,0.11987863477941,0.342440893765823
10427,0.142259162158332,0.945941709158998,0.709501328021626,0.600143740350518,0.875009758292539,0.507688908289482,0.970719405914607,0.0621336382190338
23281,0.621895874086177,0.840693517160464,0.963232076523152,0.445707055772498,0.279537274023078,0.83192762868845,0.0102401439610207,0.583731438324962
7953,0.76021702110682,0.879125856092045,0.58684518660109,0.475494763281538,0.650506791183377,0.249515597634639,0.574921142178924,0.468349222649917
9858,0.992101486238376,0.891026174839155,0.824146777558886,0.221648701984499,0.290240072517734,0.974262828042319,0.367053668790588,0.78424202839986
11745,0.790211201883863,0.807084578891626,0.906873907338704,0.368491985758308,0.774731993437848,0.799721665598016,0.00943397710105111,0.845981050185645
7335,0.877798691289165,0.992785689877061,0.604773694452666,0.485282227091812,0.320600346205524,0.908198820788548,0.675326661995518,0.0316010450836949
6809,0.553083956594604,0.957274925790947,0.276012194097111,0.509875244832098,0.188335585969544,0.537842855322044,0.914944898012604,0.928502959876545
14213,0.265354015248144,0.783343498195047,0.20357156015699,0.68629181169249,0.355512570320581,0.648630329849299,0.225296018705158,0.886418304755557
5115,0.54030504838571,0.827627022026907,0.720778902638749,0.495623922882146,0.510706350381448,0.447850416041587,0.173612354886937,0.925625868033825
4409,0.179871506950339,0.872984014183761,0.238504196529326,0.682103558623456,0.574537384766476,0.0846004640586019,0.837437557411075,0.900450950273047
2149,0.0184325197476325,0.722928985093556,0.108419598781875,0.79231878048342,0.815300789008502,0.953887329754174,0.906096743240177,0.406469176194274
1361,0.126015533321151,0.971022499734352,0.259742888301218,0.774831947178043,0.800685242251842,0.145119222337371,0.302615929903805,0.271660898065568
11451,0.296679706553053,0.644911241904801,0.304635943425164,0.710128538037192,0.216562326460962,0.988538643021778,0.415031739882729,0.513737051580582
20922,0.196171744656494,0.787702347462128,0.931116486840377,0.484311753737801,0.0949759947456694,0.995663344048289,0.168200036546806,0.575646837038508
36111,0.75364308478583,0.990474703016896,0.889917277807857,0.442075363268378,0.936392650958008,0.666167675529519,0.12454470163459,0.0356900340806015
26107,0.331654279282263,0.694079632229025,0.348169153106762,0.924021994607765,0.534521770391314,0.953301335841384,0.027067512934355,0.0108323996135961
33360,0.330740614050261,0.983897833797629,0.490021006615915,0.663294223995408,0.0459249926993615,0.249226330742141,0.11581127731391,0.322283805906609
23767,0.0115702254232837,0.847187495713792,0.158900237054157,0.698284034891115,0.732799996663125,0.791351897719846,0.345243736307404,0.704731420443129
25510,0.410028733711056,0.743250356203013,0.350643488696173,0.630250695144643,0.206624238735574,0.431075161727321,0.304800499539151,0.972207130988885
28451,0.517457910856281,0.928875900353381,0.141769450834644,0.778231613712821,0.522023449169702,0.219586649231548,0.92915834417714,0.238660756194121
9665,0.869810344412267,0.99094844327737,0.446053566046956,0.569238513693939,0.608180958275004,0.587447187009357,0.852008806253928,0.0168179998137325
13246,0.443549643042473,0.788383650962095,0.648690807396641,0.626903255673619,0.379616766203471,0.427718037231332,0.165516354098071,0.381004662034885
11463,0.396324448285806,0.903441288499277,0.421024732798868,0.833007175882185,0.711172723853394,0.695860018563678,0.748727170881861,0.00988694557743223
8994,0.0962041059703522,0.936234696327713,0.335249482022844,0.557318176722214,0.9732642886141,0.552990861865009,0.910745496078058,0.689310603054117
12395,0.221325221951688,0.827885635960472,0.759446912289093,0.607347982859414,0.857618883354919,0.906545684047164,0.619343409078383,0.0226839299160964
4565,0.0538036523445347,0.953250720521229,0.539670294532232,0.653216560331567,0.879598434227339,0.356522318829151,0.0952182538997397,0.442462647169607
53014,0.848571642837393,0.793114431480911,0.491475157778594,0.56068045677928,0.570483111049658,0.852742569764965,0.566217502018722,0.230778423136669
12412,0.760229963408202,0.992690588650602,0.688087313947045,0.264772968927749,0.931453652405353,0.138989683010289,0.67631997283578,0.912835497790008
10424,0.352623782694646,0.866111104191228,0.843019347120111,0.459720567661138,0.0730414006360236,0.828276361387104,0.465467761180268,0.159045250159455
4098,0.0723762110257796,0.986054744918422,0.41842182056609,0.640303827096825,0.516589225912563,0.686595231755371,0.29108869158361,0.232178829956128
33718,0.17994500768872,0.80103190566758,0.376968576265326,0.615406664940761,0.47313808736944,0.94592304864716,0.165140226331989,0.996216428002176
35781,0.143285594514594,0.670287198545846,0.467693364116624,0.592987994694319,0.282080171424046,0.827879563378716,0.534619438794453,0.809026027052844
30292,0.141077559242597,0.696234280792941,0.507905750303894,0.614985383904362,0.00494689411793755,0.993218347422375,0.497416676559721,0.526255143450777
8980,0.196901958952435,0.837806278169226,0.534526520284971,0.750950668044316,0.845746033528101,0.952538384391172,0.196858006187653,0.180670578613338
6320,0.0259204947961633,0.884393464996364,0.163544582194561,0.759948318362865,0.67870139667196,0.686400431610532,0.643501549188515,0.35600664607832
49764,0.926786252098595,0.648215413415663,0.300774854850655,0.561768929709779,0.344172354690516,0.731543752665963,0.95620768313305,0.920548518908464
3261,0.254414271157763,0.972244079013966,0.784132544693157,0.582038433895639,0.223408990505435,0.332555688257397,0.00423240279939419,0.439967889504158
16218,0.645729075696812,0.65292944183199,0.26662306469737,0.643726340889411,0.958627851202922,0.336701641468181,0.415514415965605,0.994895326294087
16744,0.650895722875594,0.838128917277726,0.0542468726152541,0.695994776849923,0.119564684558745,0.61638676854449,0.416805533612867,0.554865467679951
44159,0.255476891034369,0.7869091842983,0.686063396360084,0.537480405671342,0.488123426805704,0.947398969264369,0.7377417892859,0.151806574502631
6048,0.0101787950153589,0.89210711655974,0.202366296988253,0.696424933364132,0.960873097830709,0.394848667851154,0.419487307553931,0.772441541689417
24353,0.39276411609365,0.857025933100521,0.194860558009349,0.666747370694999,0.789619503406469,0.793231870598325,0.480910492462443,0.971641522494441
11540,0.546273705500544,0.93430650298149,0.63505170444258,0.350804739139694,0.691672008969915,0.258513583992315,0.846855562076787,0.841200788330042
1720,0.270525450014769,0.805440514617827,0.739174797855545,0.549745444648321,0.324437042465509,0.601377056008202,0.139106074369903,0.702236305331985
14814,0.711862447983737,0.787652175603238,0.351520324693563,0.529058669281847,0.762327640222559,0.10957682053884,0.836891871730612,0.728534362484131
38172,0.032147910268168,0.994679032313208,0.386797048567739,0.793308675238537,0.37474953322111,0.927080523555873,0.146474689417384,0.039287467044961
14059,0.121285455639185,0.77354438366632,0.737694149226953,0.570990979211586,0.6041009855389,0.48006883000809,0.0719536266179075,0.949054578160004
35722,0.660844853479095,0.720655950631188,0.0409983745701962,0.796836094625839,0.250803241270963,0.882953867140423,0.495294385039506,0.306006710923862
5231,0.0560444979594581,0.838918295421338,0.156562145594917,0.842746440667857,0.975060186223002,0.222641971264345,0.662709046493068,0.264716384274953
12222,0.324145714343442,0.742446061400225,0.0764190716727193,0.947229850726355,0.375658111957595,0.509982131746845,0.404494938305392,0.0502719357372584
21957,0.670174578349948,0.946414718480594,0.646336779203999,0.507112510225971,0.711544010709105,0.481529851758892,0.457914247352165,0.127050362655766
34252,0.510313222927723,0.729112574115913,0.292323966703561,0.724399699013836,0.965239288745673,0.331393668942193,0.614135798795435,0.421730530668495
33698,0.820409459040893,0.970353097544174,0.852083294914264,0.222564255031467,0.844553079350419,0.506702583902111,0.306892715762548,0.961742995074071
1437,0.916426074734757,0.859012261401686,0.638463833855028,0.470868216459262,0.43179586406273,0.42301180420894,0.396721709840578,0.22479372992753
18562,0.636897147455764,0.783968678493293,0.166478070632237,0.688132071204853,0.563150891754399,0.156212058517636,0.32299262915488,0.525487809106072
13798,0.669272036659994,0.81227166753001,0.718643620373416,0.366291538077817,0.393247452257051,0.766694888336004,0.603174939370368,0.593873732823296
5036,0.0392767960045942,0.966650137345568,0.32478937361364,0.650226876367602,0.0960057153874369,0.722789991177985,0.993131255121785,0.22808316239386
2619,0.800237816567268,0.942927480758285,0.804817432414485,0.331099697833763,0.568640373640563,0.485945483032833,0.351923494265191,0.381276064823662
13674,0.782673634419577,0.975800978211724,0.626417072432331,0.600228351640288,0.280208081351477,0.145615259744832,0.0394070006492302,0.538693357041874
7965,0.156183046233069,0.712649023202051,0.300918355210202,0.864962078211025,0.333799298826925,0.72957748120231,0.849860752778247,0.0971478777080644
19277,0.394573560466175,0.823511710875011,0.321557620389226,0.658034879610806,0.660315791365577,0.153447066105209,0.989863849921092,0.552321916024625
33453,0.620106981928797,0.918878035434423,0.783981811600898,0.318559539495252,0.620776372715706,0.97843243117734,0.726591039315188,0.249936176028129
22065,0.445932011173476,0.998076608857736,0.38619669295914,0.584694838449851,0.087744360308266,0.282633265282038,0.10378708415143,0.970232250367619
11204,0.942277511414914,0.975691689022856,0.690612487301874,0.248979066396441,0.430810128521517,0.670831443063241,0.513993363452858,0.6588747372931
24699,0.75415275823939,0.494883469074303,0.413065962395995,0.523721005486849,0.452292680007068,0.957392535602517,0.828910991241474,0.996239252392792
51905,0.0179033503338165,0.812676171912767,0.590202611491716,0.577719962191353,0.989098619007903,0.585159609233929,0.844649528372655,0.238573400909823
8563,0.921640511356417,0.98877032439112,0.481318459055854,0.596792033868689,0.128280822577566,0.861696016552986,0.953504459556436,0.0376942505724898
10682,0.445383056112861,0.831450596242674,0.0853844876311492,0.837462633071252,0.493553088109758,0.95779180752372,0.249974216558282,0.106959771281718
9889,0.016704591060027,0.88502747660567,0.110626005306443,0.664495847725161,0.268057782682113,0.995661714803865,0.177312940872455,0.99900561836468
10007,0.958438569921451,0.927083520025457,0.580832321712863,0.317636362203424,0.420141630735884,0.56047339526338,0.994896717138577,0.345517850930978
16487,0.00832569011819485,0.709291069213195,0.418455713912714,0.686395255858276,0.689327484834266,0.659770634177963,0.415095863187102,0.564500193067288
2095,0.221381688296666,0.75223142550403,0.427654475430592,0.771087074315804,0.109972877477957,0.610270481964579,0.384399616042148,0.144525215869409
12598,0.0380382357778983,0.998569287174751,0.223312535158623,0.681303264941048,0.820352557600388,0.570776672603291,0.953725938544615,0.3212973558427
13783,0.4918811750761,0.961245212812417,0.944845666415713,0.463319268529146,0.217693605731822,0.142412519580327,0.0512902806436162,0.504925296497179
73,0.368964099366641,0.984287108718218,0.793036113420443,0.449026588679686,0.990582881546573,0.527403622718625,0.203869555797639,0.438648880655563
6870,0.834080222467912,0.962855526624098,0.731291131170615,0.314838275347839,0.323129681194475,0.870420515793671,0.590563923712608,0.34491378899295
9701,0.0392789592651346,0.80239744332274,0.478921453848372,0.845199769046021,0.538395556582949,0.451226136430089,0.377994211671511,0.018921000177571
42086,0.379416486266516,0.693367975263288,0.284480067969257,0.852453770891475,0.833442257300665,0.866103542125704,0.0944797261096549,0.258118336136862
24145,0.259291432071287,0.728820530216015,0.562851291302298,0.553371548207154,0.773670873679889,0.846147645114204,0.633962857431024,0.70768460312019
3762,0.97268024320001,0.989685409318756,0.502507735444266,0.32935494081059,0.960881670093866,0.998263309732984,0.775366723650067,0.190332649811151
12427,0.577663383389851,0.935024999406123,0.719571156945737,0.724946523074785,0.105830175046381,0.661377639863245,0.0508413538393389,0.0787928033307609
43979,0.133937470157679,0.980366489727638,0.140372856675135,0.728424261737236,0.90416123976368,0.065334109412722,0.880364611339633,0.509025506035239
14222,0.30817129387401,0.664389679634111,0.418953921261024,0.683587043489379,0.555632744939248,0.713800943102911,0.588336718601944,0.374038228267019
37428,0.966028988228894,0.978805698402144,0.391004838688938,0.58174572178887,0.135484333679853,0.189379507526073,0.858284669375077,0.202500221968629
2112,0.0131977734278898,0.972439432724299,0.395899777485405,0.513279112101732,0.592175494027708,0.787528198736336,0.739301187836912,0.621775308086148
3207,0.12760389182121,0.757422438520414,0.0186907751804056,0.787763757500947,0.181216830722131,0.570334365661067,0.742716305346257,0.521615460370475
27397,0.887799298728784,0.850351894380898,0.325772649526658,0.601269749769577,0.118278624091732,0.108581827389192,0.335522283151796,0.655049988703866
42806,0.631109493748659,0.634776638774907,0.331190121514126,0.682047221931118,0.928566250726928,0.845493017649896,0.470207527310218,0.534785426030841
4157,0.494156599833945,0.967877168995745,0.842745227403707,0.482306052732604,0.303098247003439,0.19250636321111,0.360121638283411,0.147463754689823
22508,0.976403133434753,0.79038077042511,0.585515720044234,0.529977588742617,0.128888177353966,0.856385774808932,0.474622862320579,0.245533996244507
10521,0.29322748370298,0.707900756642063,0.282154804079023,0.664242197609744,0.0440916010222738,0.383592123397645,0.600551319393493,0.834818308888331
13170,0.617482715353066,0.944341455834087,0.875598469814128,0.428753003589056,0.763041354862998,0.232154418048266,0.127655107536439,0.563754251322678
15426,0.858908839058685,0.709205192634397,0.628153932453579,0.559522367994329,0.0914265286881982,0.989471274254326,0.161703244355166,0.552114408087059
41971,0.509668916653521,0.743274995177246,0.0705893031673534,0.847646842230501,0.417567038822944,0.522355450750917,0.882893526435439,0.0665138706748227
32014,0.531141280542936,0.693032954531554,0.622284561133989,0.560249351912554,0.960889404483794,0.668048817098593,0.215637571191041,0.75396314283613
28878,0.80363289234329,0.977698054744828,0.630372164078081,0.430743588915889,0.321478265893268,0.104227517859183,0.491611786814239,0.999587854721557
7500,0.7618587242178,0.793159923950144,0.666015723141747,0.45528902223288,0.0347116109963575,0.693480366472609,0.664447507156206,0.47681724530087
7004,0.0122681109709799,0.816846272633154,0.663835465831929,0.567804904976185,0.98913771178679,0.828721648838216,0.301834558549361,0.658508718125043
18876,0.0816402525003749,0.97967775919971,0.328652739792586,0.693907267110809,0.639839410618555,0.105169550431156,0.584425385466897,0.479524900597258
14662,0.646083447009676,0.957326178969308,0.824638599154561,0.374463325773001,0.236643628220396,0.154330825995388,0.218641066579637,0.857833623904006
18275,0.26917270527792,0.757538144092086,0.306049304673318,0.920153789780444,0.890227989148119,0.429747781971824,0.430376011149773,0.0352263811698289
26377,0.327389990529147,0.878497192786559,0.56662315977714,0.507289887245489,0.524938462879464,0.270312952941323,0.901029592347326,0.34692220378322
14527,0.666652993808522,0.911250153774284,0.651635011127728,0.355141453453529,0.917909331679376,0.743804494151955,0.950785553104817,0.399716270219604
1659,0.286692349194187,0.82333647436721,0.731169349032719,0.654479266891211,0.777098354321784,0.988823025251697,0.0330483171131921,0.515149046743741
292,0.311147619503506,0.774659473298079,0.0805453174397497,0.745960367444168,0.258978344223557,0.754512103709835,0.602345377142652,0.637712454155667
8677,0.422315328958996,0.835213079649931,0.836601802525728,0.518051619658914,0.363798736048982,0.858483292348777,0.219146896855133,0.342446424937532
31119,0.962226167018138,0.988894896030293,0.668873391865311,0.275387270166786,0.0124715266246971,0.511984212310328,0.859144495114925,0.324911902223831
10251,0.209226587949049,0.777180675423821,0.651753318963823,0.793450067962582,0.0559793578753666,0.971609034413579,0.351105857619778,0.0073410437095607
20384,0.906583675626673,0.938996082309514,0.785469930469044,0.285619882931284,0.371175176067974,0.278873445694514,0.335582935674998,0.801804065487146
7654,0.0691171871839949,0.822342979013912,0.816360541349117,0.572980440388708,0.468314665188717,0.988813167057295,0.0476861315246129,0.831980150485824
23930,0.145560226480534,0.984996007429378,0.0479256026130328,0.679552073148362,0.978612039590249,0.0398047469618102,0.532218315915857,0.959378353928209
2567,0.490997189042956,0.855868884975411,0.136786557696113,0.736969020704425,0.156579306936155,0.43531171974944,0.110400443214761,0.482346610115049
6828,0.1058699140833,0.862480405817231,0.766031240147663,0.618265840615675,0.334500892483227,0.812026979900453,0.0189118345895965,0.467243811668307
29192,0.630307079760187,0.585959774237277,0.158804733368244,0.701259801712909,0.00952124649529011,0.90307516571109,0.985738390881747,0.661679466519608
18578,0.00617127366909651,0.957776723930122,0.134571942533602,0.830739641675001,0.493837480570772,0.566018408116324,0.823441957747914,0.189300873601192
4833,0.779903031387753,0.839939367212241,0.63947040382814,0.244983009208203,0.623217819168311,0.986527939958069,0.849246987297711,0.989747274129484
26282,0.0610068203530906,0.828799793627802,0.546540243804395,0.55209391520633,0.856724963359102,0.336731830618656,0.802690430688172,0.551027776322531
35235,0.0985203332359883,0.640829786238461,0.209133197432229,0.689684350223246,0.862458617318614,0.902658575982894,0.83453762837927,0.909343225797536
29769,0.964798086531539,0.649998035527595,0.435831518040941,0.451167740500293,0.724479663831911,0.772647442000873,0.560375436718839,0.812869933880385
7222,0.327909968523662,0.887057544374742,0.392781937277764,0.758716350394234,0.598767096336086,0.276982428864432,0.772783728748132,0.140371759711225
29515,0.769589627374416,0.919570846383252,0.695650660388341,0.461260441054839,0.0128854755660116,0.586789745155771,0.809357322090946,0.0323631932650729
24229,0.455950334441899,0.946761738220676,0.626252930513084,0.598496909293231,0.995440017790241,0.108843894540438,0.0695148457872748,0.578273771987922
21048,0.790977949344977,0.908457856401118,0.508924699323491,0.631578577248467,0.878227011518272,0.592272764108402,0.447412553084588,0.0255879500589617
36822,0.432984644576808,0.698191613791784,0.04924832812233,0.902676868632463,0.161660575220322,0.823935495204006,0.995285759738122,0.0412931303710589
33836,0.810574290841627,0.998025672032809,0.0695755466244316,0.760461035640723,0.0513009211251317,0.0891707595668429,0.7598919473312,0.184504931316952
24566,0.662901949760404,0.919950785849763,0.346520436765839,0.732346682651524,0.00987102270232322,0.0243507781763536,0.0314048823817156,0.483548826721434
53653,0.574589119255899,0.938966168301024,0.120793838443783,0.697876432924829,0.0955365611591299,0.99478940960002,0.00875994760529738,0.337131327994566
32008,0.468690358744848,0.994615396214298,0.691365848988037,0.29613195356334,0.318648569622465,0.277651470808124,0.688018016285835,0.997587672346126
33375,0.071156590904453,0.821961549652055,0.123122808378989,0.693696698206284,0.0124273507106802,0.655814157934388,0.0787948835523081,0.970205034306703
12621,0.471126736813761,0.653522073999179,0.172620648770107,0.757486737246895,0.473530401477538,0.929972441280528,0.0395373837138133,0.487497896284378
24366,0.0040879236015206,0.86077840815702,0.00735045511993971,0.798327338290668,0.374504371253999,0.351423386745425,0.685816032267349,0.435316191911618
3741,0.236194400804256,0.789214167598195,0.580258560847314,0.525716452991816,0.0549258078360988,0.308458511223424,0.807228384467307,0.912476553041635
43117,0.0400919519929417,0.719821045125145,0.731814262970713,0.538194609651513,0.245435240411307,0.76639135929599,0.280600211933511,0.576390169496363
17237,0.562624802280205,0.964515078493442,0.141208409529644,0.692523413984136,0.0686840310945704,0.286116675721105,0.5076264897018,0.506385070036327
34367,0.804472033796836,0.7259104839274,0.487835940253659,0.702709043636849,0.24155331644648,0.93658278693,0.396790304998045,0.0225963603156734
48031,0.537471796099457,0.724541103561575,0.717675241480289,0.680755200596964,0.390056899122294,0.983708144098322,0.0402339801100317,0.0516845755896486
21796,0.621953179078622,0.717002567401039,0.563263641352856,0.523755988080062,0.549982762903665,0.926955103308965,0.723715404454853,0.851474576622854
26298,0.559378022499049,0.857890836339046,0.830510800523396,0.33096150452241,0.0939515933703073,0.563884758003832,0.408527178993197,0.834201518578764
19238,0.163871860985637,0.703877001009523,0.601739083050734,0.632698283018485,0.848869199349932,0.628490296389527,0.156720850410471,0.873527575840889
40199,0.613750199935163,0.587970357757637,0.244610879661639,0.794019779537822,0.0329054029759939,0.982192966121293,0.907204114706584,0.0968162186339385
32273,0.554752682493739,0.781843985833452,0.65590237278295,0.500779333616604,0.240415489760327,0.872290830583568,0.510771484263529,0.453362222869726
50054,0.65572306204544,0.91390642694222,0.322349386843665,0.674519991034054,0.863730236329517,0.0882567047629237,0.558704062393525,0.266632305897974
54035,0.233483574189135,0.690786903655261,0.478171322705248,0.653300206696298,0.36538254760389,0.554295846371247,0.229578106047008,0.536673283701859
22549,0.348715899546451,0.822909954221911,0.762342376621489,0.737717070578329,0.520844804364519,0.659111397578762,0.21126433266888,0.00175168503248018
38985,0.705488442935675,0.900550590283883,0.0516440156154609,0.570008244021453,0.110472054557247,0.438440112375405,0.523576818532095,0.994168009165038
5971,0.878505929413194,0.844853326733047,0.536079396734713,0.511928730219846,0.825922693325635,0.882203272996181,0.324469955532904,0.0845517347455795
46634,0.574123517643915,0.674241896018683,0.204194111185626,0.692291323594083,0.0739619950643808,0.527574258498462,0.984003760640246,0.36057726528116
38957,0.150879271983875,0.947167478434247,0.0479098372090021,0.641513046769847,0.342229518140688,0.993751700510387,0.936203162689432,0.962210484349675
48973,0.347404804146331,0.971625802637839,0.827039330463124,0.321845142483275,0.0173622953746531,0.19508590826477,0.475470000304499,0.954242022107651
23439,0.0574697088781033,0.84144291218307,0.00831975509690721,0.71422217027474,0.220326898555114,0.959634829131641,0.534370827132136,0.788951764174372
39255,0.0492171651992791,0.763970971127852,0.469074171605872,0.787951274573394,0.0694045785003061,0.812234822437732,0.749705295526846,0.0334637183728698
16390,0.018966493490426,0.81983232843637,0.500607442072546,0.766603005304147,0.741422712232099,0.277308196433047,0.562537441106032,0.127408055012424
51446,0.191136038475941,0.978084251696294,0.361879084931164,0.591014108946603,0.0634501327370407,0.120422302412901,0.629872609671054,0.679310176783263
32428,0.723067304268558,0.740482298805126,0.68774117673774,0.519792076462314,0.0126611396213177,0.544486450915314,0.16983202354446,0.785155762002455
27891,0.839576387599554,0.979231445101004,0.531589807321008,0.498360535798047,0.624129260953025,0.207099599637425,0.801956495823567,0.181089041076457
21015,0.213696041217311,0.766397443935327,0.491559410497848,0.723681950231631,0.939623840622461,0.342362734974455,0.0102573291278707,0.672751176581948
